Reference Handle,Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Auntie Jummy's Candy & Snacks,New Quantity Auntie Jummy's Candy & Snacks,Stock Alert Enabled Auntie Jummy's Candy & Snacks,Stock Alert Count Auntie Jummy's Candy & Snacks
#munchies-snack-mix-flamin-hot-regular,UXOGOG4QQJ77QBJHGDMKRL4N,"Munchies Snack Mix, Flamin' Hot",Regular,6318019,,,,,,,,,Physical good,,,,,,,,3.99,,N,,,,,,,2,,,
#munchies-snack-mix-flamin-hot-1-regular,NZM42EVD5PKI5HOLENS4A4XD,"Munchies Snack Mix, Flamin' Hot [z259359]",Regular,Z259359,,,,,,,28400084055,,Physical good,,,,,,Y,Y,2.69,,N,,,,,,,-1,,,
#muscle-milk-11-fl-oz-regular,GLBPYM5AWJ7G5R6T4IL45DKY,Muscle Milk 11 Fl Oz,Regular,52000061185,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,variable,,N,,,,,,,18,,,
#nos-high-performance-energy-drink-16-oz-can-regular,O7ELDCEZOBQHXSZD65UDVLXD,NOS High Performance Energy Drink 16 oz Can,Regular,416046P,,Chips > Drinks,Chips > Drinks,,,,8.15154E+11,visible,Physical good,,,,,,,,2.75,,N,,,,N,,,23,,,
#nabisco-barnums-lunchbox-crackers-snak-saks-1x8-oz-regular,DHCRYIQ7LDQXZ5F7K4BCVEA2,Nabisco Barnums Lunchbox Crackers Snak Saks 1x8 OZ,Regular,5337732,,water > Snacks,water > Snacks,,,,44000007461,visible,Physical good,,,,,,,,3.5,,N,,,,N,,,10,,,
#nabisco-belvita-cinnamon-brown-sugar-breakfast-biscuits-regular,VLOMJZVYJ4KHKOZYQ5VYAWQT,Nabisco Belvita Cinnamon Brown Sugar Breakfast Biscuits,Regular,9505689,,water > Snacks,water > Snacks,,,,44000031954,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#nabisco-chips-ahoy-cookies-chewy-made-w-reeses-pb-cups1x9-5-oz-regular,KH44QAFSKFBRFHRECW7QJSVM,Nabisco Chips Ahoy! Cookies Chewy Made W Reeses PB Cups1x9.5 oz,Regular,7873500,,Cookies,Cookies,,,,44000029913,,Physical good,,,,,,,,5,,N,,,,,,,2,,,
#nabisco-chips-ahoy-cookies-original-12x13-oz-regular,O6YNB23UDTRXHI37BKWOI7JD,Nabisco Chips Ahoy! Cookies Original 12x13 oz,Regular,44000032197,,Cookies,Cookies,,,,,,Physical good,,,,,,,,5.5,,N,,,,,,,1,,,
#nabisco-chips-ahoy-lunchbox-cookies-snak-saks-mini-1x8-oz-regular,VINAMWR7TD7PLLKDOKYHQNB7,Nabisco Chips Ahoy! Lunchbox Cookies Snak Saks Mini 1x8 OZ,Regular,R711986,,water > Snacks,water > Snacks,,,,44000007133,visible,Physical good,,,,,,,,3.5,,N,,,,N,,,5,,,
#nabisco-honey-maid-graham-crackers-1x14-4-oz-regular,AGOMGVMAF3VU5ICLPDQQ32ZN,Nabisco Honey Maid Graham Crackers 1x14.4 oz,Regular,8365501,,Crackers,Crackers,,,,44000004637,,Physical good,,,,,,,,5.99,,N,,,,N,,,8,,,
#nabisco-nutter-butter-lunchbox-cookies-1x1-9-oz-regular,327UAXNTHJOCHLBRLWR7ZLDG,Nabisco Nutter Butter Lunchbox Cookies 1x1.9 oz,Regular,J253616,,Cookies,Cookies,,,,,,Physical good,,,,,,,,1.25,,N,,,,N,,,24,,,
#nabisco-nutter-butter-lunchbox-cookies-1x1-9-oz-1-regular,URC6573U5AURERNYLQ2EGLEL,Nabisco Nutter Butter Lunchbox Cookies 1x1.9 oz [x994533],Regular,X994533,,,,,,,44000037451,,Physical good,,,,,,,,1.25,,N,,,,,,,-1,,,
#nabisco-ritz-cracker-sandwiches-cheese-1x7-5-oz-regular,PMJBCPB5Q4N2QZON7CCSZRD4,Nabisco Ritz Cracker Sandwiches Cheese 1x7.5 oz,Regular,X744805,,,,,,,44000019310,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#nerds-5oz-regular,M5WMCRZP2I66NI2V37QENSA3,Nerds 5oz,Regular,1674026,,Cookies > candy,Cookies > candy,,,,79200558338,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#nerds-big-chewy-candy-10-ounce-regular,B4YZ6P3JSB5H7QYNFXNNZOTI,"Nerds Big Chewy Candy, 10 Ounce",Regular,113415B,,Cookies > candy,Cookies > candy,,,,79200763411,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#nerds-gummy-clusters-3-oz-share-pack-regular,EYVEQPVIALLZIIEDEWKN3N6H,Nerds Gummy Clusters 3 oz. Share Pack,Regular,M548418,,Cookies > candy,Cookies > candy,,,,79200049058,,Physical good,,,,,,,,2.25,,N,,,,,,,22,,,
#nerds-gummy-clusters-cherry-lemonade-8oz-doy-regular,HOJMXVPU5K6AKMWIBAQRTAPS,Nerds Gummy Clusters Cherry Lemonade 8oz Doy,Regular,2384048,,Cookies > candy,Cookies > candy,,,,79200088125,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#nerds-gummy-clusters-new-tangy-crunchy-chewy-fruit-candy-1-bag-3-oz-crunchy-outer-layer-regular,B542BDZ6WX5QAGG42HTZAGGP,Nerds Gummy Clusters New Tangy Crunchy Chewy Fruit Candy -1 bag (3 oz) Crunchy Outer Layer,Regular,79200048563,,Cookies > candy,Cookies > candy,,,,,,Physical good,,,,,,,,2.25,,N,,,,,,,5,,,
#nerds-gummy-clusters-new-tangy-crunchy-chewy-fruit-candy-1-bag-3-oz-crunchy-outer-layer-1-regular,XRIUW6TSUULI4WR64AETOJ4W,Nerds Gummy Clusters New Tangy Crunchy Chewy Fruit Candy -1 bag (3 oz) Crunchy Outer Layer [t610876],Regular,T610876,,Cookies > candy,Cookies > candy,,,,79200060657,,Physical good,,,,,,,,2.25,,N,,,,,,,4,,,
#nerds-gummy-clusters-rainbow-8-oz-regular,D7MPY6YB4QGERE2SK4YWCR3L,Nerds Gummy Clusters Rainbow 8 oz,Regular,760358D,,Cookies > candy,Cookies > candy,,,,41420048548,,Physical good,,,,,,,,4.99,,N,,,,,,,4,,,
#nerds-crunchy-candy-strawberry-grape-strawberry-regular,NCECC3P3B4FB2KVOPAZP6VAA,"Nerds, Crunchy Candy, Strawberry, Grape, Strawberry",Regular,246264Y,,Cookies > candy,Cookies > candy,,,,79200616007,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#nestle-baby-ruth-baby-ruth-minis-2-8oz-regular,WBCJTWHWVXMMCYUSKAFL2Q6H,Nestle Baby Ruth Baby Ruth Minis 2.8oz,Regular,G382710,,Cookies > candy,Cookies > candy,,,,99900761425,,Physical good,,,,,,,,1.99,,N,,,,,,,5,,,
#nissin-bowl-noodles-hot-and-spicy-chicken-flavor-3-32-oz-regular,UTFGM3NFK7HRU6OMQIBXSTNS,Nissin Bowl Noodles Hot and Spicy Chicken Flavor 3.32 oz,Regular,2797951,,Noddles,Noddles,,,,,,Physical good,,,,,,,,1.5,,N,,,,,,,12,,,
#nut-harvest-cashews-2-25-oz-regular,WYTBXPH7DZGJXHJ4N2FVRPOQ,Nut Harvest Cashews 2.25 oz,Regular,1533896,,Nuts,Nuts,,,,28400034227,,Physical good,,,,,,,,3.09,,N,,,,,,,8,,,
#nutella-go-hazelnut-spread-breadsticks-net-wt-1-8-oz-52g-pack-of-6--regular,OIYURC543ZXCOIJR5IR32J4R,Nutella & Go Hazelnut Spread Breadsticks Net WT 1.8 oz (52g) (Pack of 6),Regular,7328809,,water > Snacks,water > Snacks,,,,9800800056,,Physical good,,,,,,,,2.25,,N,,,,N,,,30,,,
#oreo-thins-chocolate-sandwich-cookies-9-21-oz-regular,OEU67VHKHP3P2VRU3B654PIG,OREO Thins Chocolate Sandwich Cookies  9.21 oz,Regular,193828J,,Cookies,Cookies,,,,44000060626,,Physical good,,,,,,,,5,,N,,,,,,,2,,,
#oreo-thins-mint-creme-chocolate-sandwich-cookies-9-21-oz-regular,ECQTKPVZXTZCEYSBDPRQJ7SO,OREO Thins Mint Creme Chocolate Sandwich Cookies  9.21 oz,Regular,H000569,,Cookies,Cookies,,,,44000077884,,Physical good,,,,,,Y,Y,5,,N,,,,,,,0,,,
#orbit-gum-peppermint-sugar-free-chewing-gum-pack-14-piece-regular,L56J7OYAK5SJUZWKSLJWVH7G,Orbit Gum Peppermint Sugar Free Chewing Gum Pack 14 Piece,Regular,L674039,,Cookies > candy,Cookies > candy,,,,22000004864,,Physical good,,,,,,,,1.89,,N,,,,,,,5,,,
#orbit-gum-sweet-mint-sugar-free-chewing-gum-pack-14-piece-regular,64BTU5L6YGUQQWIPIARPM666,Orbit Gum Sweet Mint Sugar Free Chewing Gum Pack 14 Piece,Regular,264770W,,Cookies > candy,Cookies > candy,,,,22000004833,,Physical good,,,,,,,,1.89,,N,,,,,,,2,,,
#orbit-gum-wintermint-sugar-free-chewing-gum-pack-regular,BYPZPQZEJUX6DFHU62JUWG2D,Orbit Gum Wintermint Sugar Free Chewing Gum Pack,Regular,22000004888,,,,,,,,,Physical good,,,,,,,,1.89,,N,,,,,,,4,,,
#orbit-spearmint-sugar-free-bulk-chewing-gum-pc-ct-regular,ARXCOU4DVOGDJ6SZDXHW4ZGT,Orbit Spearmint Sugar Free Bulk Chewing Gum pc ct,Regular,R087628,,Cookies > candy,Cookies > candy,,,,22000004840,,Physical good,,,,,,,,1.89,,N,,,,,,,5,,,
#oreo-chocolate-sandwich-cookies-size-oz-regular,4FVVV5ZAJ23CWYVLV6OHLNWR,Oreo Chocolate Sandwich Cookies Size oz,Regular,330241B,,,,,,,44000060237,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#oreo-chocolate-sandwich-cookies-original-flavor-2-4oz-regular,DPFJUQKN5MFBFIUNHJEIP4QD,"Oreo Chocolate Sandwich Cookies, Original Flavor 2.4oz",Regular,E076627,,Cookies,Cookies,,,,44000047009,,Physical good,,,,,,,,1.25,,N,,,,,,,60,,,
#oreo-double-stuf-14-3oz-regular,2XYVUJ3RJVQ44SAPFBTKTWF7,Oreo Double Stuf 14.3oz,Regular,R041714,,Cookies,Cookies,,,,44000060138,,Physical good,,,,,,,,5.25,,N,,,,,,,1,,,
#oreo-double-stuf-chocolate-sandwich-cookies-size-1lb-2-7oz-regular,3L4BWEFRX3752T7UCSLVS44M,Oreo Double Stuf Chocolate Sandwich Cookies Size 1Lb 2.7oz,Regular,255737K,,Cookies,Cookies,,,,44000060251,,Physical good,,,,,,,,6.25,,N,,,,,,,2,,,
#oreo-fresh-stacks-cookies-regular,UYXXQNIHZOVMW7F7QV5SFYLO,Oreo Fresh Stacks Cookies,Regular,F182159,,,,,,,44000082048,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#oreo-loaded-sandwich-cookies-family-size-regular,NZUYFVI4FV7IL5U6S6YI5DDN,Oreo Loaded Sandwich Cookies Family Size,Regular,Q386082,,,,,,,44000081423,,Physical good,,,,,,,,6.5,,N,,,,,,,-1,,,
#oreo-miniature-cookies-1-5oz-regular,OQ3LNHK3ZO72KBV7OV4A7SEM,Oreo Miniature Cookies 1.5oz,Regular,9143122,,Cookies,Cookies,,,,44000011703,,Physical good,,,,,,,,1,,N,,,,,,,36,,,
#oreo-mint-creme-chocolate-sandwich-cookies-size-regular,DR7H2FCLPWGZ3NXQCIUCOIV4,Oreo Mint Creme Chocolate Sandwich Cookies Size,Regular,921837T,,,,,,,44000060268,visible,Physical good,,,,,,,,5.99,,N,,,,N,,,21,,,
#oreo-original-regular,EQEACOEIPH7BAUF5FE3ZFTGO,Oreo Original,Regular,4551975,,Cookies,Cookies,,,,,,Physical good,,,,,,,,variable,,N,,,,,,,2,,,
#oreo-original-cookies-party-size-regular,OP2UUAHRH4CWJCIL5D5EFIBR,Oreo Original Cookies Party Size,Regular,102809S,,,,,,,44000060640,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#original-premium-cracker-regular,KOSL4MLYA2YA2U2G4CWJ5KYF,Original PREMIUM cracker,Regular,A525932,,,,,,,44000000578,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#outshine-strawberry-lime-wildberry-frozen-fruit-bar-regular,LSZYKRITV72W4H52JNDXTKUJ,"Outshine Strawberry, Lime & Wildberry Frozen Fruit Bar",Regular,E403885,,Ice cream,Ice cream,,,,41548620107,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#payday-peanut-caramel-snack-size-candy-0-7-oz-12pack-regular,U5GPG4NPS7BDOZ6ZHC7ES3LM,Payday Peanut Caramel Snack Size Candy 0.7 oz 12pack,Regular,2632916,,water > Snacks,water > Snacks,,,,10700808530,visible,Physical good,,,,,,,,4.25,,N,,,,N,,,,,,
#peanut-butter-cups-1-5oz-regular,2LVXNSIPPIYYYIVN3ED5O4NL,Peanut Butter Cups 1.5oz,Regular,947189H,,Cookies > candy,Cookies > candy,,,,3444009,,Physical good,,,,,,,,1.99,,N,,,,,,,72,,,
#pepperidge-farm-crackers-cheddar-regular,EMYKPBV6EHHWZ5F2RV5ZSFSC,Pepperidge Farm Crackers Cheddar,Regular,2395985,,Crackers,Crackers,,,,14100085478,,Physical good,,,,,,,,3.65,,N,,,,N,,,6,,,
#pepperidge-farm-goldfish-cheddar-regular,LLXHQ4VEMMSDM3ODZYXJVQ6H,"Pepperidge Farm Goldfish, Cheddar",Regular,642780L,,Crackers,Crackers,,,,14100085393,,Physical good,,,,,,,,3.65,,N,,,,N,,,4,,,
#peppermint-ice-cream-with-chocolate-sandwich-cookies-regular,7XXSXUXCSULVXQ2E3M7O72VZ,Peppermint Ice Cream with Chocolate Sandwich Cookies,Regular,2039716,,Ice cream,Ice cream,,,,,,Physical good,,,,,,,,6.99,,N,,,,,,,2,,,
#peppermint-ice-cream-with-chocolate-sandwich-cookies-1-regular,VZCXZSEXQRI7GRK3MAYVS7UH,Peppermint Ice Cream with Chocolate Sandwich Cookies [76840100040],Regular,76840100040,,,,,,,,,Physical good,,,,,,,,6.99,,N,,,,,,,14,,,
#pepsi-20-oz-zero-sugar-wild-cherry-and-cream-regular,V76JMYB2ILZOXT25FZJXZGZJ,Pepsi 20 oz Zero Sugar Wild Cherry and Cream,Regular,682190W,,Chips > Drinks,Chips > Drinks,,,,12000240829,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#pepsi-original-20oz-regular,KVMGNP6KCDHCPNCRFRH6VVH6,Pepsi Original 20oz,Regular,T045330,,Chips > Drinks,Chips > Drinks,,,,1212901,,Physical good,,,,,,,,2.5,,N,,,,,,,18,,,
#pepsi-wild-cherry-20oz-regular,CAWVWAOPBXOB4MU44L6WHV6B,Pepsi Wild Cherry 20oz,Regular,4181986,,Chips > Drinks,Chips > Drinks,,,,1255906,,Physical good,,,,,,,,2.5,,N,,,,,,,23,,,
#pepsi-wild-cherry-soda-12-oz-cans-regular,KV4DQLGSY3ZNR7WGSQXCMBZB,"Pepsi Wild Cherry Soda, 12 oz Cans",Regular,V622332,,Chips > Drinks,Chips > Drinks,,,,12000809996,visible,Physical good,,,,,,,,9.99,,N,,,,N,,,,,,
#pepsi-zero-sugar-regular,QZGDKXRPK7QTYPHFF3B7N3HK,Pepsi Zero Sugar,Regular,8404966,,Chips > Drinks,Chips > Drinks,,,,12000031960,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#pepsi-zero-sugar-cola-soda-pop-regular,FNE674VXMTSJQV3ZKISNZBCX,Pepsi Zero Sugar Cola Soda Pop,Regular,X012947,,,,,,,12000018794,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#pepsi-zero-sugar-soda-pop-cola-7-5-fl-oz-6-pack-paperboard-allergens-not-contained-regular,IZ7AP7H4PI5UJH7NNINRCRZY,Pepsi Zero Sugar Soda Pop Cola 7.5 fl oz 6 Pack  Paperboard  Allergens not contained,Regular,G357665,,Chips > Drinks,Chips > Drinks,,,,12000230189,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#pepsi-bottles-regular,2VPD6X4YCVZP6AUPPD2DXA5Q,"Pepsi, Bottles",Regular,3442570,,,,,,,12000504051,visible,Physical good,,,,,,,,6.69,,N,,,,N,,,20,,,
#pepsi-wild-cherry-regular,MOXPZZ3AGL4A2T5GTABUXFOO,"Pepsi, Wild Cherry",Regular,Z571809,,,,,,,12000811197,visible,Physical good,,,,,,,,6.69,,N,,,,N,,,,,,
#pistachio-ice-cream-regular,RCKTJ2TAG62HBH2XL7P7K5XZ,Pistachio Ice Cream,Regular,74570950034,,,,,,,,,Physical good,,,,,,,,6.99,,N,,,,,,,0,,,
#planters-honey-roasted-nuts-regular,7BDROHSSGBFC5HMKIPHUXD7M,Planters Honey Roasted Nuts,Regular,H900541,,,,,,,,,Physical good,,,,,,,,1.25,,N,,,,N,,,6,,,
#planters-salted-peanuts-1-75-oz-bag-regular,7DNQHWFCHTCXEKDHVUV4NZYV,Planters Salted Peanuts 1.75 oz Bag,Regular,Y936321,,Nuts,Nuts,,,,,,Physical good,,,,,,,,1.25,,N,,,,N,,,12,,,
#planters-variety-packs-salted-cashews-salted-peanuts-honey-roasted-peanuts-24-packs-individual-bags-of-on-the-go-nut-snacks-no-cholesterol-or-trans-fats-regular,TC2WWOXZ3XMQPWSGLJGRPKZH,"Planters Variety Packs (Salted Cashews, Salted Peanuts & Honey Roasted Peanuts), 24 Packs - Individual Bags of On-The-Go Nut Snacks - No Cholesterol or Trans Fats",Regular,V416613,,Nuts,Nuts,,,,,,Physical good,,,,,,,,1.25,,N,,,,N,,,6,,,
#pocky-chocolate-1-41oz-regular,WYH3S5AJ5664APUCVFQHSHZR,Pocky Chocolate 1.41oz,Regular,125858P,,water > Snacks,water > Snacks,,,,73141150040,,Physical good,,,,,,,,1.99,,N,,,,,,,26,,,
#pop-tarts-frosted-pumpkin-pie-toaster-pastries-breakfast-foods-shelf-stable-27-oz-16-count--regular,TOPR4HOBB3R2SKKD3LS4VILQ,Pop-Tarts Frosted Pumpkin Pie Toaster Pastries  Breakfast Foods  Shelf-Stable  27 oz (16 Count),Regular,M280985,,water > Snacks,water > Snacks,,,,38000281266,,Physical good,,,,,,Y,Y,6.25,,N,,,,,,,-1,,,
#pop-tarts-frosted-pumpkin-pie-toaster-pastries-breakfast-foods-shelf-stable-27-oz-16-count--1-regular,JYK63MIRIPYUJQK3ZWY2JIL4,Pop-Tarts Frosted Pumpkin Pie Toaster Pastries  Breakfast Foods  Shelf-Stable  27 oz (16 Count) [x812481],Regular,X812481,,water > Snacks,water > Snacks,,,,,,Physical good,,,,,,,,6.25,,N,,,,N,,,2,,,
#pop-tarts-frosted-s-mores-instant-breakfast-toaster-pastries-oz-regular,OVNYWDA5PWAGYCZ367LYHMNL,Pop-Tarts Frosted S Mores Instant Breakfast Toaster Pastries oz,Regular,Y384742,,water > Snacks,water > Snacks,,,,38000222986,,Physical good,,,,,,Y,Y,6.25,,N,,,,,,,0,,,
#pop-tarts-frosted-s-mores-instant-breakfast-toaster-pastries-oz-1-regular,QNCZLPVJPADOSBJBZGYZY7VL,Pop-Tarts Frosted S Mores Instant Breakfast Toaster Pastries oz [y083339],Regular,Y083339,,water > Snacks,water > Snacks,,,,,,Physical good,,,,,,,,4.25,,N,,,,N,,,1,,,
#powerade-xtra-sour-peach-pucker-regular,6PXXE32IUBK5SLAMSUVA35DJ,PowerAde Xtra Sour Peach Pucker,Regular,D792766,,Chips > Drinks,Chips > Drinks,,,,49000559644,,Physical good,,,,,,,,2,,N,,,,,,,7,,,
#powerade-xtra-sour-grape-shocker-regular,7KA2CJZKQALVBIHZ2QIBSY7Y,PowerAde xtra sour Grape Shocker,Regular,1532171,,Chips > Drinks,Chips > Drinks,,,,49000559637,,Physical good,,,,,,,,2,,N,,,,,,,8,,,
#pringles-cheddar-cheese-potato-crisps-regular,67G4ZN2QWRFZMUV4ILWUVSCQ,Pringles Cheddar Cheese Potato Crisps,Regular,Z221395,,,,,,,,,Physical good,,,,,,,,2.99,,N,,,,,,,14,,,
#pringles-cheddar-cheese-potato-crisps-1-regular,W4OF3XV73ZG3ZJEV626VXG6X,Pringles Cheddar Cheese Potato Crisps [603422r],Regular,603422R,,,,,,,38000138577,,Physical good,,,,,,,,2.99,,N,,,,,,,-3,,,
#pringles-crisps-pizza-5-96oz-regular,HRGH3ENK6ACQNM4OEVNGAPXS,Pringles Crisps Pizza 5.96oz,Regular,766368G,,,,,,,,,Physical good,,,,,,,,2.99,,N,,,,,,,14,,,
#pringles-crisps-pizza-5-96oz-1-regular,5TU5CE22O3SKAWWEF7EGVH5P,Pringles Crisps Pizza 5.96oz [225103h],Regular,225103H,,,,,,,38000138638,,Physical good,,,,,,,,2.99,,N,,,,,,,-1,,,
#pringles-potato-crisps-chips-lunch-snacks-on-the-go-snacks-bbq-regular,HD3FFUVB4A7MPBTTV2JB4I2G,"Pringles Potato Crisps Chips, Lunch Snacks, On-The-Go Snacks, Bbq",Regular,X185791,,,,,,,,,Physical good,,,,,,,,2.99,,N,,,,,,,14,,,
#pringles-potato-crisps-chips-lunch-snacks-on-the-go-snacks-bbq-1-regular,YV6PRVBQIXVEFS4KGAY2GZ7X,"Pringles Potato Crisps Chips, Lunch Snacks, On-The-Go Snacks, Bbq [884263y]",Regular,884263Y,,,,,,,38000183713,,Physical good,,,,,,,,2.99,,N,,,,,,,0,,,
#pringles-potato-crisps-chips-lunch-snacks-on-the-go-snacks-cheddar-and-sour-cream-regular,UOWTRA25QJXA4LUIZ5D2QITE,"Pringles Potato Crisps Chips, Lunch Snacks, On-The-Go Snacks, Cheddar and Sour Cream",Regular,951816B,,,,,,,,,Physical good,,,,,,,,2.99,,N,,,,,,,14,,,
#pringles-potato-crisps-chips-lunch-snacks-on-the-go-snacks-cheddar-and-sour-cream-1-regular,7SLK6PHUNBSVP57E4I34OE3F,"Pringles Potato Crisps Chips, Lunch Snacks, On-The-Go Snacks, Cheddar and Sour Cream [c597745]",Regular,C597745,,,,,,,38000138973,,Physical good,,,,,,,,2.99,,N,,,,,,,-5,,,
#pringles-potato-crisps-chips-lunch-snacks-on-the-go-snacks-salt-and-vinegar-regular,AIEE4BTRR42U6YP6IGUQRZQN,"Pringles Potato Crisps Chips, Lunch Snacks, On-The-Go Snacks, Salt and Vinegar",Regular,693003P,,,,,,,,,Physical good,,,,,,,,2.99,,N,,,,,,,14,,,
#pringles-potato-crisps-chips-lunch-snacks-on-the-go-snacks-salt-and-vinegar-1-regular,NTSP3XCYM7OFKYOFUGMT3L7X,"Pringles Potato Crisps Chips, Lunch Snacks, On-The-Go Snacks, Salt and Vinegar [38000138607]",Regular,38000138607,,,,,,,,,Physical good,,,,,,,,2.99,,N,,,,,,,-1,,,
#reese-s-miniatures-milk-chocolate-peanut-butter-cups-candy-10-5-oz-regular,VKLBRV77AQXFAHRS7AE3YDAB,REESE S Miniatures Milk Chocolate Peanut Butter Cups Candy 10.5 oz,Regular,2737204,,Cookies > candy,Cookies > candy,,,,34000432271,,Physical good,,,,,,,,6.99,,N,,,,,,,2,,,
#reign-total-body-fuel-orange-dreamsicle-drink-regular,OVWBBAUJWFWTRCZOB2IWB6CG,"REIGN Total Body Fuel, Orange Dreamsicle Drink",Regular,165902Z,,Chips > Drinks,Chips > Drinks,,,,8.15154E+11,,Physical good,,,,,,,,2.99,,N,,,,,,,8,,,
#reign-total-body-fuel-white-haze-fitness-performance-drink-regular,SQ53YU3I5TQ4W43U2KNEQMS6,"REIGN Total Body Fuel, White Haze, Fitness & Performance Drink",Regular,F602116,,Chips > Drinks,Chips > Drinks,,,,8.15154E+11,,Physical good,,,,,,,,2.99,,N,,,,,,,7,,,
#raibow-twist-lollipop-regular,Z5CHNW6UECJ7FVXFVDHZMKQM,Raibow Twist Lollipop,Regular,X004M02D5P,,,,,,,,,Physical good,,,,,,Y,Y,0.5,,N,,,,,,,0,,,
#raisinets-milk-chocolate-covered-california-raisins-oz-theater-candy-box-regular,RP4L5DMTBMWT2FQVQMHOILGE,Raisinets Milk-Chocolate-Covered California Raisins oz Theater Candy Box,Regular,E290908,,Cookies > candy,Cookies > candy,,,,99900722730,,Physical good,,,,,,,,1.99,,N,,,,,,,4,,,
#red-bull-drink-watermelon-4pack-regular,GJNOMQ545VHKXOLB3QRNLJ6P,"Red Bull Drink, Watermelon 4pack",Regular,Z123961,,Chips > Drinks,Chips > Drinks,,,,6.11269E+11,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#red-bull-energy-drink-regular,R57KM37EGSTWOIPB6EIB42EZ,Red Bull Energy Drink,Regular,P272398,,Chips > Drinks,Chips > Drinks,,,,6.1127E+11,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#red-bull-energy-drink-sugar-free-regular,V7QZ6BMGNZINJKCJEBJUTZCI,Red Bull Energy Drink - Sugar Free,Regular,910455R,,Chips > Drinks,Chips > Drinks,,,,6.1127E+11,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#red-bull-energy-drink-sugarfree-regular,QYDTIYSYKRCXJHG3V647PYFP,Red Bull Energy Drink - Sugarfree,Regular,6.11269E+11,,Chips > Drinks,Chips > Drinks,,,,6.11269E+11,,Physical good,,,,,,,,2.5,,N,,,,,,,13,,,
#red-bull-energy-drink-12oz-regular,CNUY2DLUC4VFDEDVP76AKSH7,Red Bull Energy Drink 12oz,Regular,139863G,,Chips > Drinks,Chips > Drinks,,,,6.1127E+11,,Physical good,,,,,,,,3,,N,,,,,,,23,,,
#red-bull-energy-drink-8-4-oz-24-pack-b003pfpfie--regular,VVMTYJ5HM3PDW74WX23G4IDC,Red Bull Energy Drink 8.4 oz (24 Pack) (B003PFPFIE),Regular,Z305744,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,2.5,,N,,,,N,,,48,,,
#red-bull-energy-drink-8-4-oz-24-pack-b003pfpfie--1-regular,2Z7QFTZNCZVICVVYJUJV5RSF,Red Bull Energy Drink 8.4 oz (24 Pack) (B003PFPFIE) [3465706],Regular,3465706,,,,,,,6.1127E+11,,Physical good,,,,,,Y,Y,2.5,,N,,,,,,,-1,,,
#red-bull-energy-drink-sugar-free-4pack-regular,RZNEMWTC6TPSVJGAHRLJ2RGC,"Red Bull Energy Drink, Sugar Free 4pack",Regular,2120532,,Chips > Drinks,Chips > Drinks,,,,6.11269E+11,visible,Physical good,,,,,,,,7.49,,N,,,,N,,,15,,,
#red-bull-summer-edition-regular,M3KHXBPODXIV4YOA64X2XTHG,Red Bull Summer Edition,Regular,675118Q,,Chips > Drinks,Chips > Drinks,,,,6.11269E+11,visible,Physical good,,,,,,,,3,,N,,,,N,,,24,,,
#red-bull-summer-edition-energy-drink-curuba-elderflower-114mg-caffeine-12-fl-oz-can-regular,2SCRNWNZ545T3ISJMH654XEW,Red Bull Summer Edition Energy Drink  Curuba Elderflower  114mg Caffeine  12 fl oz Can,Regular,2189917,,Chips > Drinks,Chips > Drinks,,,,6.11269E+11,visible,Physical good,,,,,,,,3,,N,,,,N,,,50,,,
#red-bull-the-sea-blue-edition-sugar-free-energy-drink-juneberry-regular,TUPJWTHETHOQMXCK6EGGX66W,Red Bull The Sea Blue Edition Sugar Free Energy Drink Juneberry,Regular,N073844,,Chips > Drinks,Chips > Drinks,,,,6.11269E+11,visible,Physical good,,,,,,,,3,,N,,,,N,,,23,,,
